id,egcs,ercs,erAtt
3486,Jordan,Termsat Techopen,31.0
3487,India,Globfone - Ajoxi,30.0
3488,Yemen,QUICKCOM TELECOM LIMITED - AJOXI,30.0
3489,Yemen,Quickcom Telecom Limited - Softtop,30.0
3490,Bangladesh,Name - TERMSAT L.L.C-FZ,30.0
3491,Bangladesh,KALAAM TELECOM,30.0
3492,Sri Lanka,Name - HKBN,30.0
3493,Sri Lanka,Name - HKBN,30.0
3494,Sri Lanka,Name - Telebiz International (Labuan) Corporation,30.0
3495,India,Name - Kalaam Telecom,30.0
3496,Norway,VOIP24SEVEN - Letsdial,30.0
3497,Germany,Name - Telebiz International (Labuan) Corporation,34.0
3498,Germany,Termsat Softtop,40.0
3499,Bangladesh,Snowflyonline - Meratalk LLC NFS,30.0
3500,Sri Lanka,Name - Telebiz International (Labuan) Corporation,32.0
3501,Kazakhstan,Kip Solution Rozper NFS,30.0
3502,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,30.0
3503,Sri Lanka,Name - HKBN,30.0
3504,Kazakhstan,Kip Solution Rozper NFS,30.0
3505,Sri Lanka,Name - HKBN,30.0
3506,Bangladesh,A2P Global- Softtop,30.0
3507,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,30.0
3508,Bangladesh,A2P Global,30.0
3509,Egypt,Quickcom Telecom Limited - Twiching,40.0
3510,India,Zorra Voip - Letsdial,30.0
3511,India,"Name - Vinculum Communications, Inc.",30.0
3512,Italy,Passport telecom- Softtop,30.0
3513,Sri Lanka,Name - HKBN,30.0
3514,Bangladesh,Name - TVoice Telecom Limited,29.0
3515,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,41.0
3516,Bangladesh,Name - TVoice Telecom Limited,29.0
3517,Sri Lanka,Telebiz International (Labuan) Corporation,29.0
3518,Bangladesh,A2P Global,29.0
3519,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,29.0
3520,United Kingdom,Arod Ideal Ltd - Softtop,29.0
3521,Sri Lanka,Name - HKBN,29.0
3522,Spain,Name - Telecall,30.0
3523,Sri Lanka,Name - Telebiz International (Labuan) Corporation,29.0
3524,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,29.0
3525,United Kingdom,Arod Ideal Ltd - Softtop,29.0
3526,India,Name - Zain Omantel International FZ-LLC,29.0
3527,Nepal,Name - Vodafone Idea Limited,29.0
3528,Indonesia,NAME - BHARTI AIRTEL,29.0
3529,Spain,Inflow Tech - Twiching,30.0
3530,Bangladesh,A2P Global,29.0
3531,Indonesia,NAME - BHARTI AIRTEL,29.0
3532,Colombia,RTSgenix group limited Twiching,29.0
3533,Brazil,SVG-techopen,29.0
3534,India,Name - Zain Omantel International FZ-LLC,29.0
3535,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,29.0
3536,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,32.0
3537,Italy,Figoria telecom - Ajoxi,30.0
3538,Mexico,Astrolink Ajoxi,29.0
3539,Turkey,Name - GLM TELECOM S.r.l.,29.0
3540,Germany,SVG-techopen,29.0
3541,India,Name JUPHOON (HK) LIMITED,29.0
3542,India,NAME CMI,29.0
3543,Germany,QUICKCOM TELECOM - ROZPER (NFS),29.0
3544,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,29.0
3545,Egypt,Eastberry communication - Techopen,31.0
3546,Laos,Citic Telecom International Limited - Techopen,29.0
3547,China,"Name - Vinculum Communications, Inc.",29.0
3548,Italy,Figoria telecom - Ajoxi,29.0
3549,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,29.0
3550,Spain,Name - Telecall,33.0
3551,Sri Lanka,Name - Telebiz International (Labuan) Corporation,29.0
3552,Egypt,BANKAI GROUP Techopen,29.0
3553,Egypt,Quickcom Telecom Limited - Softtop,41.0
3554,Germany,Name - Telebiz International (Labuan) Corporation,34.0
3555,India,Globfone - Ajoxi,29.0
3556,India,"Name - Vinculum Communications, Inc.",29.0
3557,Laos,Name - HKBN,29.0
3558,Bangladesh,Astrolink Ajoxi,29.0
3559,France,ADVANCE COM,29.0
3560,United Kingdom,Name - Passport telecom,48.0
3561,France,ADVANCE COM,29.0
3562,Mexico,Bujingyun Communication Techopen,29.0
3563,United Kingdom,Kickback Inc Softtop,29.0
3564,Ethiopia,Name - Zain Omantel International FZ-LLC,29.0
3565,India,Globfone - Ajoxi,29.0
3566,United Kingdom,Neptune Int Vendor NFS,33.0
3567,Ethiopia,Name - Zain Omantel International FZ-LLC,29.0
3568,Kazakhstan,Kip Solution Rozper NFS,29.0
3569,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,29.0
3570,Spain,SVG-techopen,29.0
3571,Brazil,Sihai - Meratalk NFS,29.0
3572,Bangladesh,A2P Global- Softtop,29.0
3573,India,Speed Cloud Rozper NFS,29.0
3574,Bangladesh,Figoria,29.0
3575,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,29.0
3576,Jordan,Termsat Techopen,30.0
3577,India,Termsat Softtop,29.0
3578,Pakistan,FAMOUS TELECOM LLC Teloz NFS,34.0
3579,Spain,Inflow Tech - Twiching,29.0
3580,India,"Name - Vinculum Communications, Inc.",29.0
3581,Turkey,Name - GLM TELECOM S.r.l.,29.0
3582,Sri Lanka,Name - HKBN,29.0
3583,Bangladesh,Termsat Techopen,29.0
3584,Ethiopia,Name - Zain Omantel International FZ-LLC,29.0
3585,Pakistan,NAME ICON GLOBAL SERVICES LTD,29.0
3586,Sri Lanka,Name - HKBN,29.0
3587,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,29.0
3588,Turkey,Name - GLM TELECOM S.r.l.,29.0
3589,India,Globfone - Ajoxi,29.0
3590,Bangladesh,Figoria,29.0
3591,India,Termsat Softtop,29.0
3592,India,Termsat Softtop,29.0
3593,France,ZAYTEL d.o.o. Softtop,29.0
3594,India,Globfone - Ajoxi,28.0
3595,France,Termsat Techopen,28.0
3596,India,Globfone - Ajoxi,28.0
3597,India,Globfone - Ajoxi,28.0
3598,Jordan,Termsat Techopen,30.0
3599,Romania,Telegeeks LLC. Rozper NFS,38.0
3600,United Kingdom,VOIPBOXX - Ajoxi,28.0
3601,South Korea,Name - Iconnect Limited,28.0
3602,Sri Lanka,Name - HKBN,28.0
3603,Bangladesh,China Skyline Meratalk NFS,28.0
3604,Spain,Neptune Int Vendor NFS,28.0
3605,India,6Gtech Systems - Ajoxi,28.0
3606,Ethiopia,Name - Zain Omantel International FZ-LLC,28.0
3607,Japan,9Planets Tel Ltd - TWICHING,28.0
3608,India,Name - GREEN PACKET GLOBAL PTE LTD,28.0
3609,Mexico,Astrolink Ajoxi,28.0
3610,Indonesia,NAME - BHARTI AIRTEL,28.0
3611,Brazil,SVG-techopen,28.0
3612,Mexico,Astrolink Ajoxi,28.0
3613,Nepal,Name - Vodafone Idea Limited,28.0
3614,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,35.0
3615,United Kingdom,Kickback Inc Softtop,28.0
3616,Bangladesh,Onextel Technology Est - Ajoxi,28.0
3617,Bangladesh,China Skyline Meratalk NFS,28.0
3618,Spain,SVG-techopen,28.0
3619,Sri Lanka,Name - HKBN,28.0
3620,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,28.0
3621,Bangladesh,A2P Global- Softtop,28.0
3622,Laos,Name - HKBN,30.0
3623,Spain,Inflow Tech - Twiching,29.0
3624,Bangladesh,Name - TERMSAT L.L.C-FZ,28.0
3625,France,ADVANCE COM,28.0
3626,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,28.0
3627,Ethiopia,Name - Zain Omantel International FZ-LLC,28.0
3628,Bangladesh,A2P Global,29.0
3629,Bangladesh,China Skyline Meratalk NFS,28.0
3630,Sri Lanka,Name - Telebiz International (Labuan) Corporation,30.0
3631,India,Name - Kalaam Telecom,28.0
3632,India,Globfone - Ajoxi,28.0
3633,Bangladesh,KALAAM TELECOM,28.0
3634,Italy,Passport telecom- Softtop,28.0
3635,Sri Lanka,Name - Telebiz International (Labuan) Corporation,28.0
3636,India,Name - Kalaam Telecom,28.0
3637,Ethiopia,Name - Zain Omantel International FZ-LLC,28.0
3638,Sri Lanka,Name - Telebiz International (Labuan) Corporation,30.0
3639,Bangladesh,Astrolink Ajoxi,28.0
3640,Sri Lanka,Name - Telebiz International (Labuan) Corporation,28.0
3641,Sri Lanka,Name - Telebiz International (Labuan) Corporation,28.0
3642,Egypt,BANKAI GROUP Techopen,28.0
3643,Italy,Figoria telecom - Ajoxi,28.0
3644,Bangladesh,Name - TERMSAT L.L.C-FZ,28.0
3645,Bangladesh,Termsat Techopen,28.0
3646,Kazakhstan,Kip Solution Rozper NFS,28.0
3647,Spain,SMS INTERNATIONAL TELECOMM LLC  Techopen NFS,28.0
3648,Tanzania,Samitel Ltd,28.0
3649,Egypt,BANKAI GROUP Techopen,28.0
3650,Italy,Figoria telecom - Ajoxi,28.0
3651,Italy,Figoria telecom - Ajoxi,28.0
3652,India,Name JUPHOON (HK) LIMITED,28.0
3653,Japan,9Planets Tel Ltd - TWICHING,28.0
3654,Sri Lanka,Arptel,28.0
3655,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,28.0
3656,Bangladesh,Arptel,28.0
3657,India,"Name - Vinculum Communications, Inc.",28.0
3658,Germany,Name - Telebiz International (Labuan) Corporation,29.0
3659,Bangladesh,A2P Global,27.0
3660,Sri Lanka,Name - Telebiz International (Labuan) Corporation,27.0
3661,Laos,Name - HKBN,28.0
3662,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,27.0
3663,Nepal,Arptel,27.0
3664,United Kingdom,Network 9 Letsdial,27.0
3665,Bangladesh,China Skyline Meratalk NFS,27.0
3666,Egypt,Eastberry communication - Techopen,27.0
3667,Bangladesh,Orange Business Services Softtop,27.0
3668,United Kingdom,Name - Asia Access Telecom,28.0
3669,Bangladesh,Progressive Telecom LLC. Letsdial,27.0
3670,Singapore,Alfacall Limited - Techopen,27.0
3671,United Kingdom,Name - Passport telecom,27.0
3672,Bangladesh,A2P Global,27.0
3673,Bangladesh,A2P Global- Softtop,27.0
3674,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,28.0
3675,Bangladesh,China Skyline Meratalk NFS,27.0
3676,India,Globfone - Ajoxi,27.0
3677,Malaysia,China Skyline Teloz NFS,27.0
3678,India,"Name - Vinculum Communications, Inc.",27.0
3679,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,27.0
3680,Norway,VOIP24SEVEN - Letsdial,27.0
3681,Bangladesh,A2P Global- Softtop,27.0
3682,Bangladesh,A2P Global- Softtop,27.0
3683,Germany,Name - Telebiz International (Labuan) Corporation,31.0
3684,Bangladesh,Astrolink Ajoxi,27.0
3685,Sri Lanka,Name - Telebiz International (Labuan) Corporation,27.0
3686,Norway,VOIP24SEVEN - Letsdial,27.0
3687,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,27.0
3688,Bangladesh,A2P Global,27.0
3689,China,Goldline - Softtop,27.0
3690,Saudi Arabia,Space Telecom - Techopen,27.0
3691,Spain,Neptune Int Vendor NFS,27.0
3692,United Kingdom,VOIPBOXX - Ajoxi,27.0
3693,Bangladesh,Termsat Techopen,27.0
3694,Ethiopia,Name - Zain Omantel International FZ-LLC,27.0
3695,Bangladesh,Alfacall Limited Ajoxi,30.0
3696,Spain,Inflow Tech - Twiching,28.0
3697,India,Name - Zain Omantel International FZ-LLC,27.0
3698,India,Name - Zain Omantel International FZ-LLC,27.0
3699,Brazil,SVG-techopen,27.0
3700,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,27.0
3701,Bangladesh,A2P Global,27.0
3702,Bangladesh,A2P Global,27.0
3703,Spain,Name - Telecall,29.0
3704,Turkey,Name - GLM TELECOM S.r.l.,27.0
3705,Ethiopia,Name - Zain Omantel International FZ-LLC,27.0
3706,Sri Lanka,Telebiz International (Labuan) Corporation,27.0
3707,Tanzania,Novatel,27.0
3708,Tanzania,Novatel,27.0
3709,India,Speed Cloud Rozper NFS,27.0
3710,Sri Lanka,Name - Telebiz International (Labuan) Corporation,27.0
3711,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,27.0
3712,Spain,Inflow Tech - Twiching,28.0
3713,China,Goldline - Softtop,27.0
3714,India,Speed Cloud Rozper NFS,27.0
3715,Brazil,SVG-techopen,27.0
3716,China,Goldline - Softtop,27.0
3717,Tanzania,QUICKCOM TELECOM LIMITED - Meratalk NFS,27.0
3718,Bangladesh,China Skyline Meratalk NFS,27.0
3719,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,27.0
3720,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,27.0
3721,India,Globfone - Ajoxi,27.0
3722,Mexico,Bujingyun Communication Techopen,27.0
3723,India,KALAAM TELECOM,27.0
3724,India,Name - Kalaam Telecom,27.0
3725,Spain,Inflow Tech - Twiching,29.0
3726,Yemen,Name Quickcom Telecom Limited,27.0
3727,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,27.0
3728,Bangladesh,KALAAM TELECOM,27.0
3729,Yemen,Quickcom Telecom Letsdial,27.0
3730,Yemen,Quickcom Telecom Limited - Twiching,27.0
3731,Laos,Name - HKBN,27.0
3732,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,27.0
3733,Sri Lanka,Name - HKBN,26.0
3734,Turkey,Name - GLM TELECOM S.r.l.,26.0
3735,Bangladesh,A2P Global- Softtop,26.0
3736,Sri Lanka,Name - HKBN,26.0
3737,Sri Lanka,Name - Telebiz International (Labuan) Corporation,28.0
3738,Mexico,Bujingyun- Ajoxi,26.0
3739,Kazakhstan,Kip Solution Rozper NFS,26.0
3740,Mexico,Bujingyun Communication Techopen,26.0
3741,Spain,Name - Telecall,26.0
3742,Brazil,Lensol Softtop,26.0
3743,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3744,Turkey,Name - GLM TELECOM S.r.l.,27.0
3745,Bangladesh,A2P Global- Softtop,26.0
3746,Ethiopia,Name - Zain Omantel International FZ-LLC,26.0
3747,Turkey,Name - GLM TELECOM S.r.l.,26.0
3748,India,Globfone - Ajoxi,26.0
3749,Laos,Name - HKBN,27.0
3750,India,Name - Kalaam Telecom,26.0
3751,Ethiopia,Name - Zain Omantel International FZ-LLC,26.0
3752,India,Globfone - Ajoxi,27.0
3753,Bangladesh,KALAAM TELECOM,26.0
3754,Sri Lanka,Name - Telebiz International (Labuan) Corporation,26.0
3755,United Kingdom,Excelsior Bird Letsdial,26.0
3756,India,Globfone - Ajoxi,26.0
3757,United Kingdom,VOIPBOXX - Ajoxi,26.0
3758,Bangladesh,A2P Global- Softtop,26.0
3759,India,Globfone - Ajoxi,26.0
3760,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3761,Sri Lanka,Name - HKBN,26.0
3762,India,Gold Voip - Ajoxi,26.0
3763,India,Name - Kalaam Telecom,26.0
3764,Spain,Name - Telecall,29.0
3765,Jordan,Termsat Techopen,26.0
3766,Bangladesh,China Skyline Meratalk NFS,26.0
3767,Bangladesh,A2P Global,26.0
3768,Bangladesh,Aladin communication inc,26.0
3769,Bangladesh,China Skyline Meratalk NFS,26.0
3770,Norway,VOIP24SEVEN - Letsdial,26.0
3771,India,SIGMA TELECOM Ajoxi,26.0
3772,India,Globfone - Ajoxi,26.0
3773,Bangladesh,Figoria,26.0
3774,Bangladesh,A2P Global,26.0
3775,Bangladesh,China Skyline Meratalk NFS,26.0
3776,India,Globfone - Ajoxi,26.0
3777,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,27.0
3778,India,Globfone - Ajoxi,26.0
3779,Sri Lanka,Name - HKBN,28.0
3780,Bangladesh,China Skyline Meratalk NFS,26.0
3781,Egypt,BANKAI GROUP Techopen,26.0
3782,Pakistan,QUICKCOM TELECOM - ROZPER (NFS),26.0
3783,Egypt,Eastberry communication - Techopen,29.0
3784,Italy,Figoria telecom - Ajoxi,26.0
3785,Bangladesh,A2P Global,26.0
3786,Bangladesh,TeleSense Global Carrier Pte Ltd. Teloz NFS,26.0
3787,Bangladesh,Orange Business Services Softtop,26.0
3788,Bangladesh,A2P Global- Softtop,26.0
3789,Egypt,BANKAI GROUP Techopen,27.0
3790,Egypt,BANKAI GROUP Techopen,26.0
3791,Hong Kong,Name - Toptel FZE,137.0
3792,Bangladesh,China Skyline Meratalk NFS,26.0
3793,India,Speed Cloud Rozper NFS,26.0
3794,Spain,Inflow Tech - Twiching,26.0
3795,India,Name - Kalaam Telecom,26.0
3796,Bangladesh,Astrolink Ajoxi,26.0
3797,Sri Lanka,Name - Telebiz International (Labuan) Corporation,26.0
3798,United Kingdom,Neptune Int Vendor NFS,28.0
3799,Bangladesh,A2P Global- Softtop,26.0
3800,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,26.0
3801,Netherlands,TERMSAT L.L.C - Twiching,26.0
3802,Germany,Name - Telebiz International (Labuan) Corporation,55.0
3803,Yemen,QUICKCOM TELECOM - ROZPER (NFS),27.0
3804,Sri Lanka,Telebiz International (Labuan) Corporation,26.0
3805,Bangladesh,A2P Global,26.0
3806,Mexico,"NAME - CHINA SKYLINE TELECOM CO., LTD",26.0
3807,Nepal,Name - Vodafone Idea Limited,26.0
3808,Spain,Name - Telecall,61.0
3809,Nepal,Name - Vodafone Idea Limited,26.0
3810,Italy,Figoria telecom - Ajoxi,26.0
3811,New Zealand,Name - GLM TELECOM S.r.l.,31.0
3812,Colombia,RTSgenix group limited Twiching,26.0
3813,Indonesia,NAME - BHARTI AIRTEL,26.0
3814,Bangladesh,Name - TVoice Telecom Limited,26.0
3815,Italy,Figoria telecom - Ajoxi,26.0
3816,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,26.0
3817,Italy,Figoria telecom - Ajoxi,26.0
3818,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3819,Philippines,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3820,United Kingdom,Afinna ONE - Letsdial,35.0
3821,Sri Lanka,Telebiz International (Labuan) Corporation,26.0
3822,United Kingdom,Neptune Int Vendor NFS,25.0
3823,Egypt,Eastberry communication - Techopen,25.0
3824,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,25.0
3825,Laos,Name - HKBN,26.0
3826,Laos,Name - HKBN,28.0
3827,Jordan,Termsat Techopen,27.0
3828,Sri Lanka,Name - HKBN,25.0
3829,India,Name - Kalaam Telecom,25.0
3830,Yemen,Name Quickcom Telecom Limited,25.0
3831,Bangladesh,China Skyline Meratalk NFS,25.0
3832,China,Goldline - Softtop,25.0
3833,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3834,Sri Lanka,Name - Telebiz International (Labuan) Corporation,27.0
3835,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,25.0
3836,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,25.0
3837,Bangladesh,China Skyline Meratalk NFS,25.0
3838,United Kingdom,Network 9 Letsdial,25.0
3839,United Kingdom,Voicecent communications - Softtop,25.0
3840,Yemen,Name Quickcom Telecom Limited,25.0
3841,Bangladesh,A2P Global- Softtop,25.0
3842,Turkey,Name - GLM TELECOM S.r.l.,25.0
3843,Spain,Name - Telecall,25.0
3844,Sri Lanka,Telebiz International (Labuan) Corporation,25.0
3845,Spain,Name - Telecall,25.0
3846,United Kingdom,Kickback Inc Softtop,25.0
3847,United Kingdom,VOIPBOXX - Ajoxi,25.0
3848,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,25.0
3849,Mexico,Bujingyun Communication Techopen,25.0
3850,Netherlands,Voxonex telecom Techopen,25.0
3851,United Kingdom,Kickback Inc Softtop,25.0
3852,Bangladesh,A2P Global,25.0
3853,Ethiopia,Name - Zain Omantel International FZ-LLC,25.0
3854,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,25.0
3855,Kazakhstan,Kip Solution Rozper NFS,25.0
3856,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3857,Mexico,Bujingyun Communication Techopen,25.0
3858,Turkey,Name - GLM TELECOM S.r.l.,25.0
3859,Spain,Neptune Int Vendor NFS,25.0
3860,Ethiopia,Name - Zain Omantel International FZ-LLC,25.0
3861,India,Globfone - Ajoxi,25.0
3862,India,Globfone - Ajoxi,25.0
3863,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,27.0
3864,Sri Lanka,Name - Telebiz International (Labuan) Corporation,27.0
3865,India,Globfone - Ajoxi,25.0
3866,Spain,Neptune Int Vendor NFS,25.0
3867,Bangladesh,China Skyline Meratalk NFS,25.0
3868,United Kingdom,VOIPBOXX - Ajoxi,25.0
3869,United Kingdom,LEXICO TELECOM,25.0
3870,Germany,Name - Telebiz International (Labuan) Corporation,25.0
3871,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,25.0
3872,Bangladesh,A2P Global,25.0
3873,Kazakhstan,Kip Solution Rozper NFS,25.0
3874,Norway,VOIP24SEVEN - Letsdial,25.0
3875,China,Goldline - Softtop,26.0
3876,Latvia,Termsat - Meratalk LLC NFS,25.0
3877,Bangladesh,Aladin communication inc,25.0
3878,Egypt,BANKAI GROUP Techopen,25.0
3879,India,Name - Kalaam Telecom,25.0
3880,Bangladesh,A2P Global- Softtop,25.0
3881,China,Goldline - Softtop,25.0
3882,India,Name - GREEN PACKET GLOBAL PTE LTD,25.0
3883,Norway,VOIP24SEVEN - Letsdial,25.0
3884,Bangladesh,A2P Global,25.0
3885,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,25.0
3886,Thailand,Astrolink Techopen,25.0
3887,Egypt,BANKAI GROUP Techopen,25.0
3888,Italy,Figoria telecom - Ajoxi,25.0
3889,Tanzania,Novatel,25.0
3890,Egypt,BANKAI GROUP Techopen,25.0
3891,Jordan,Termsat Techopen,27.0
3892,Mexico,"NAME - CHINA SKYLINE TELECOM CO., LTD",25.0
3893,Indonesia,NAME - BHARTI AIRTEL,25.0
3894,United Kingdom,Kickback Inc Softtop,25.0
3895,Egypt,BANKAI GROUP Techopen,25.0
3896,India,Globfone - Ajoxi,25.0
3897,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,25.0
3898,Egypt,BANKAI GROUP Techopen,25.0
3899,Germany,QUICKCOM TELECOM - ROZPER (NFS),25.0
3900,India,NAME CMI,25.0
3901,Egypt,BANKAI GROUP Techopen,25.0
3902,Bangladesh,Alfacall Limited Ajoxi,28.0
3903,Indonesia,NAME - BHARTI AIRTEL,25.0
3904,Tanzania,Novatel,25.0
3905,India,NAME CMI,25.0
3906,Italy,Figoria telecom - Ajoxi,25.0
3907,India,NAME CMI,25.0
3908,Tanzania,Termsat - Meratalk LLC NFS,25.0
3909,Bangladesh,Name - TVoice Telecom Limited,25.0
3910,Bhutan,Easyvoipcall - Softtop,25.0
3911,India,Globfone - Ajoxi,25.0
3912,Indonesia,HKBN ENTERPRISE SOLUTIONS LIMITED,25.0
3913,Japan,9Planets Tel Ltd - TWICHING,25.0
3914,Sri Lanka,Name - Telebiz International (Labuan) Corporation,25.0
3915,Eritrea,Name - ONESTEP TELECOM LIMITED,27.0
3916,Japan,9Planets Tel Ltd - TWICHING,25.0
3917,Sri Lanka,Name - HKBN,25.0
3918,United Kingdom,Arod Ideal Ltd - Softtop,26.0
3919,Egypt,BANKAI GROUP Techopen,26.0
3920,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,25.0
3921,Sri Lanka,Name - Telebiz International (Labuan) Corporation,25.0
3922,Uganda,Name - Viettel Tanzania NFS,26.0
3923,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,26.0
3924,India,Speed Cloud Rozper NFS,25.0
3925,Ethiopia,Name - Zain Omantel International FZ-LLC,25.0
3926,Bangladesh,A2P Global- Softtop,25.0
3927,Ethiopia,Name - Zain Omantel International FZ-LLC,25.0
3928,India,Globfone - Ajoxi,25.0
3929,Bangladesh,Onextel Technology Est - Ajoxi,25.0
3930,Egypt,BANKAI GROUP Techopen,25.0
3931,Spain,Inflow Tech - Twiching,25.0
3932,Kazakhstan,Kip Solution Rozper NFS,25.0
3933,Ethiopia,Name - Zain Omantel International FZ-LLC,25.0
3934,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,26.0
3935,China,Goldline - Softtop,24.0
3936,Ethiopia,Name - Zain Omantel International FZ-LLC,24.0
3937,United Kingdom,Network 9 Letsdial,24.0
3938,India,Globfone - Ajoxi,24.0
3939,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,24.0
3940,United Kingdom,GO MOBIT - Softtop,24.0
3941,United Kingdom,NAME - CARRIER ITALIA SRL.,24.0
3942,Yemen,QUICKCOM TELECOM LIMITED - TECHOPEN,24.0
3943,Bangladesh,A2P Global,24.0
3944,Bangladesh,China Skyline Meratalk NFS,24.0
3945,Colombia,RTSgenix group limited Twiching,24.0
3946,Turkey,Name - GLM TELECOM S.r.l.,24.0
3947,Yemen,Name Quickcom Telecom Limited,24.0
3948,Ethiopia,Name - Zain Omantel International FZ-LLC,24.0
3949,Mexico,Bujingyun Communication Techopen,24.0
3950,Bangladesh,Astrolink Ajoxi,24.0
3951,India,Name - Kalaam Telecom,24.0
3952,Kazakhstan,Kip Solution Rozper NFS,24.0
3953,Bangladesh,Name - TERMSAT L.L.C-FZ,24.0
3954,Ethiopia,Name - Zain Omantel International FZ-LLC,24.0
3955,Turkey,EASTBERRY COMMUNICATIONS Meratalk NFS,24.0
3956,Brazil,SVG-techopen,24.0
3957,Netherlands,Nalia Global Technologies Ltd. Ajoxi,24.0
3958,Germany,SVG-techopen,24.0
3959,India,Globfone - Ajoxi,24.0
3960,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,30.0
3961,Sri Lanka,Telebiz International (Labuan) Corporation,24.0
3962,Egypt,BANKAI GROUP Techopen,24.0
3963,Sri Lanka,Name - HKBN,24.0
3964,United Kingdom,NAME - CARRIER ITALIA SRL.,24.0
3965,India,Globfone - Ajoxi,24.0
3966,Yemen,QUICKCOM TELECOM LIMITED - AJOXI,24.0
3967,Yemen,QUICKCOM TELECOM LIMITED - Meratalk NFS,24.0
3968,Yemen,Quickcom Telecom Limited - Softtop,24.0
3969,Italy,PT ZOVOIP TELEKOMUNIKASI INDONESIA Ajoxi,24.0
3970,Spain,Inflow Tech - Twiching,24.0
3971,Yemen,Name Quickcom Telecom Limited,24.0
3972,Yemen,Name Quickcom Telecom Limited,24.0
3973,Bangladesh,China Skyline Meratalk NFS,24.0
3974,India,Globfone - Ajoxi,24.0
3975,Germany,Name - Telebiz International (Labuan) Corporation,24.0
3976,India,Globfone - Ajoxi,24.0
3977,Mexico,Bujingyun Communication Techopen,24.0
3978,Spain,Progressive Telecom LLC. Letsdial,24.0
3979,Tanzania,Novatel,24.0
3980,Bangladesh,Orange Business Services Softtop,24.0
3981,India,Name JUPHOON (HK) LIMITED,24.0
3982,Egypt,Eastberry communication - Techopen,24.0
3983,Thailand,Astrolink Techopen,24.0
3984,Germany,Termsat Softtop,32.0
3985,India,Name - GREEN PACKET GLOBAL PTE LTD,24.0
3986,Bangladesh,A2P Global- Softtop,24.0
3987,Ethiopia,Name - Zain Omantel International FZ-LLC,24.0
3988,India,Name - Kalaam Telecom,24.0
3989,Egypt,BANKAI GROUP Techopen,24.0
3990,Australia,Nomadtel Techopen,24.0
3991,Lebanon,Quickcom Telecom Limited - Softtop,24.0
3992,Sri Lanka,Name - HKBN,24.0
3993,Bangladesh,Orange Business Services Softtop,24.0
3994,Singapore,Orange Business Services Softtop,24.0
3995,Sri Lanka,Name - HKBN,29.0
