id,egcs,ercs,erAtt
2069,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,81.0
2070,Nepal,Name - Vodafone Idea Limited,80.0
2071,Bangladesh,Name - TVoice Telecom Limited,80.0
2072,Bangladesh,Onextel Technology Est - Ajoxi,80.0
2073,Kazakhstan,Kip Solution Rozper NFS,80.0
2074,India,Gold Voip - Ajoxi,80.0
2075,Indonesia,NAME - BHARTI AIRTEL,80.0
2076,New Zealand,NAME ICON GLOBAL SERVICES LTD,105.0
2077,China,"Name - Vinculum Communications, Inc.",80.0
2078,India,NAME CMI,80.0
2079,Kazakhstan,Kip Solution Rozper NFS,80.0
2080,Nepal,Name - Vodafone Idea Limited,80.0
2081,Sri Lanka,Telebiz International (Labuan) Corporation,80.0
2082,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,79.0
2083,Bangladesh,Alfacall Limited Ajoxi,86.0
2084,Bangladesh,Orange Business Services Softtop,79.0
2085,Nepal,Name - Vodafone Idea Limited,79.0
2086,Laos,Name - HKBN,82.0
2087,Laos,Name - HKBN,87.0
2088,Pakistan,Name - TVoice Telecom Limited,79.0
2089,Bangladesh,Name - TVoice Telecom Limited,79.0
2090,India,Name JUPHOON (HK) LIMITED,79.0
2091,Italy,Figoria telecom - Ajoxi,79.0
2092,Nepal,Name - Vodafone Idea Limited,79.0
2093,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,79.0
2094,Thailand,Astrolink Techopen,79.0
2095,India,Name JUPHOON (HK) LIMITED,79.0
2096,Nepal,Name - Vodafone Idea Limited,79.0
2097,Mexico,Astrolink Ajoxi,79.0
2098,New Zealand,NAME ICON GLOBAL SERVICES LTD,100.0
2099,Tanzania,Termsat - Meratalk LLC NFS,79.0
2100,New Zealand,NAME ICON GLOBAL SERVICES LTD,111.0
2101,India,Name - Zain Omantel International FZ-LLC,78.0
2102,Bangladesh,QGC - Ajoxi,79.0
2103,Bangladesh,QGC - Ajoxi,78.0
2104,Sri Lanka,Telebiz International (Labuan) Corporation,78.0
2105,Bangladesh,Name - TVoice Telecom Limited,78.0
2106,Bangladesh,Orange Business Services Softtop,78.0
2107,Bhutan,Easyvoipcall - Softtop,78.0
2108,Sri Lanka,Telebiz International (Labuan) Corporation,80.0
2109,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,85.0
2110,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,91.0
2111,Bangladesh,Progressive Telecom LLC. Letsdial,78.0
2112,France,Fastway LLC,78.0
2113,Thailand,Astrolink Techopen,78.0
2114,Indonesia,NAME - BHARTI AIRTEL,78.0
2115,Indonesia,NAME - BHARTI AIRTEL,78.0
2116,Kazakhstan,Kip Solution Rozper NFS,78.0
2117,Sri Lanka,Telebiz International (Labuan) Corporation,79.0
2118,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,99.0
2119,Bangladesh,A2P Global- Softtop,78.0
2120,France,FASTWAY IT LLC Ajoxi,78.0
2121,Bangladesh,Onextel Technology Est - Ajoxi,78.0
2122,Nepal,Name - Vodafone Idea Limited,78.0
2123,Kazakhstan,Kip Solution Rozper NFS,77.0
2124,India,Name - Zain Omantel International FZ-LLC,77.0
2125,China,4G Network Techopen,77.0
2126,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,95.0
2127,Germany,Name - Telebiz International (Labuan) Corporation,80.0
2128,Bangladesh,Progressive Telecom LLC. Letsdial,77.0
2129,Bangladesh,QGC - Ajoxi,77.0
2130,Malaysia,Name - Telecom Italia Sparkle,77.0
2131,Mexico,Astrolink Ajoxi,77.0
2132,Bangladesh,QGC - Ajoxi,77.0
2133,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,78.0
2134,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,77.0
2135,Laos,Name - HKBN,78.0
2136,Indonesia,NAME - BHARTI AIRTEL,77.0
2137,Bangladesh,Name - TVoice Telecom Limited,77.0
2138,Bangladesh,Orange Business Services Softtop,77.0
2139,Australia,ILLYVOIP L.L.C - Meratalk NFS,77.0
2140,Brazil,SVG-techopen,77.0
2141,Bangladesh,Orange Business Services Softtop,77.0
2142,Nepal,Name - Vodafone Idea Limited,77.0
2143,Nepal,Name - Vodafone Idea Limited,76.0
2144,India,NAME CMI,76.0
2145,Bangladesh,Orange Business Services Softtop,76.0
2146,China,"Name - Vinculum Communications, Inc.",77.0
2147,United Kingdom,ZAFTA LINKNET LTD - Ajoxi,76.0
2148,Nepal,Name - Vodafone Idea Limited,76.0
2149,Sri Lanka,HKBN ENTERPRISE SOLUTIONS LIMITED,91.0
2150,Laos,Name - HKBN,82.0
2151,United Kingdom,Afinna ONE - Letsdial,78.0
2152,Sri Lanka,Telebiz International (Labuan) Corporation,76.0
2153,Laos,HKBN ENTERPRISE SOLUTIONS LIMITED,77.0
2154,Germany,Name - Telebiz International (Labuan) Corporation,82.0
2155,India,Name JUPHOON (HK) LIMITED,76.0
2156,Indonesia,NAME - BHARTI AIRTEL,76.0
2157,Laos,Name - HKBN,77.0
2158,Pakistan,Name - TVoice Telecom Limited,76.0
2159,Eritrea,Name - ONESTEP TELECOM LIMITED,80.0
2160,Bangladesh,Orange Business Services Softtop,76.0
2161,India,Name JUPHOON (HK) LIMITED,76.0
2162,Tanzania,Termsat - Meratalk LLC NFS,75.0
2163,India,Name JUPHOON (HK) LIMITED,75.0
2164,Sri Lanka,Telebiz International (Labuan) Corporation,77.0
2165,India,Name JUPHOON (HK) LIMITED,75.0
2166,India,Name JUPHOON (HK) LIMITED,75.0
2167,India,Zorra Voip - Letsdial,75.0
2168,Indonesia,TM TECHNOLOGY SERVICES SDN. BHD.,75.0
2169,Laos,Name - HKBN,79.0
2170,India,Speed Cloud Rozper NFS,75.0
2171,Italy,Figoria telecom - Ajoxi,75.0
2172,Indonesia,NAME - BHARTI AIRTEL,75.0
2173,Kazakhstan,Kip Solution Rozper NFS,75.0
2174,Kazakhstan,Kip Solution Rozper NFS,75.0
2175,Indonesia,NAME - BHARTI AIRTEL,75.0
2176,India,Name JUPHOON (HK) LIMITED,75.0
2177,India,Name JUPHOON (HK) LIMITED,75.0
